Latitude,Longitude,ZCategory
47.61597954,-122.3308696,COMMERCIAL
47.69554599,-122.2900036,SINGLE FAMILY / DUPLEX
47.63757626,-122.406975,SINGLE FAMILY / DUPLEX
47.72874076,-122.3120155,MULTIFAMILY
47.63554499,-122.3502176,SINGLE FAMILY / DUPLEX
47.73305696,-122.3410728,SINGLE FAMILY / DUPLEX
47.53225577,-122.3677068,SINGLE FAMILY / DUPLEX
47.66449246,-122.3383796,SINGLE FAMILY / DUPLEX
47.63083353,-122.3466001,MULTIFAMILY
47.66891711,-122.3831041,COMMERCIAL
47.54302642,-122.2829433,SINGLE FAMILY / DUPLEX
47.68266713,-122.3819196,SINGLE FAMILY / DUPLEX
47.5880904,-122.3140554,MULTIFAMILY
47.54661244,-122.3957941,SINGLE FAMILY / DUPLEX
47.68077628,-122.3797679,SINGLE FAMILY / DUPLEX
47.69747998,-122.3167619,SINGLE FAMILY / DUPLEX
47.67930699,-122.3220145,COMMERCIAL
47.6353851,-122.3559951,SINGLE FAMILY / DUPLEX
47.67611314,-122.3124304,COMMERCIAL
47.67611314,-122.3124304,COMMERCIAL
47.67611314,-122.3124304,COMMERCIAL
47.67611314,-122.3124304,COMMERCIAL
47.67611314,-122.3124304,COMMERCIAL
47.67611314,-122.3124304,COMMERCIAL
47.59865997,-122.3285576,COMMERCIAL
47.67611314,-122.3124304,COMMERCIAL
47.541531,-122.3231305,SINGLE FAMILY / DUPLEX
47.67295664,-122.2707854,
47.68323038,-122.3012151,SINGLE FAMILY / DUPLEX
47.62667824,-122.3296652,INSTITUTIONAL
47.60690037,-122.3248807,COMMERCIAL
47.65846631,-122.3281219,SINGLE FAMILY / DUPLEX
47.62398599,-122.3367397,COMMERCIAL
47.63288651,-122.3655935,SINGLE FAMILY / DUPLEX
47.57200907,-122.3169436,SINGLE FAMILY / DUPLEX
47.62078609,-122.314753,COMMERCIAL
47.62376489,-122.3524224,COMMERCIAL
47.64786347,-122.3862877,SINGLE FAMILY / DUPLEX
47.69022675,-122.3718022,SINGLE FAMILY / DUPLEX
47.61732732,-122.3479246,COMMERCIAL
47.70238881,-122.360281,COMMERCIAL
47.61125861,-122.3349503,COMMERCIAL
47.71558281,-122.3088117,SINGLE FAMILY / DUPLEX
47.65474149,-122.4025841,SINGLE FAMILY / DUPLEX
47.65643955,-122.3311244,SINGLE FAMILY / DUPLEX
47.6700734,-122.3062426,SINGLE FAMILY / DUPLEX
47.62541633,-122.2905425,
47.6489216,-122.3384404,SINGLE FAMILY / DUPLEX
47.57373359,-122.304765,
47.63634725,-122.3742533,
47.6496355,-122.3484192,COMMERCIAL
47.65066305,-122.3529756,COMMERCIAL
47.60655975,-122.3353464,COMMERCIAL
47.69405026,-122.3545504,SINGLE FAMILY / DUPLEX
47.63577014,-122.3625532,SINGLE FAMILY / DUPLEX
47.52827353,-122.2695671,MULTIFAMILY
47.67866637,-122.2874032,SINGLE FAMILY / DUPLEX
47.61248026,-122.293453,SINGLE FAMILY / DUPLEX
47.64170083,-122.3187607,SINGLE FAMILY / DUPLEX
47.62287773,-122.2914332,SINGLE FAMILY / DUPLEX
47.6010571,-122.3254383,COMMERCIAL
47.62398599,-122.3367397,COMMERCIAL
47.67300623,-122.4032634,SINGLE FAMILY / DUPLEX
47.66339835,-122.3430018,SINGLE FAMILY / DUPLEX
47.71872802,-122.2880371,SINGLE FAMILY / DUPLEX
47.63469634,-122.351803,SINGLE FAMILY / DUPLEX
47.63614526,-122.3398378,COMMERCIAL
47.64728991,-122.4033353,SINGLE FAMILY / DUPLEX
47.66205404,-122.3050702,MULTIFAMILY
47.61316626,-122.3426461,COMMERCIAL
47.5454352,-122.3937215,SINGLE FAMILY / DUPLEX
47.66742396,-122.3397271,SINGLE FAMILY / DUPLEX
47.67002938,-122.2894006,SINGLE FAMILY / DUPLEX
47.67930347,-122.3872192,COMMERCIAL
47.65054716,-122.3925787,SINGLE FAMILY / DUPLEX
47.56889369,-122.3844054,
47.55464449,-122.2736919,SINGLE FAMILY / DUPLEX
47.7220889,-122.2949496,COMMERCIAL
47.61295012,-122.3463908,COMMERCIAL
47.60377936,-122.3297213,COMMERCIAL
47.61997761,-122.3326081,COMMERCIAL
47.64629131,-122.3627183,
47.68079804,-122.3242962,COMMERCIAL
47.67134599,-122.2905453,SINGLE FAMILY / DUPLEX
47.68528558,-122.3640634,SINGLE FAMILY / DUPLEX
47.61779309,-122.3367342,COMMERCIAL
47.72027978,-122.3121817,MULTIFAMILY
47.70354034,-122.3409277,SINGLE FAMILY / DUPLEX
47.68222385,-122.3270476,SINGLE FAMILY / DUPLEX
47.65931116,-122.3569717,SINGLE FAMILY / DUPLEX
47.65890416,-122.3439882,SINGLE FAMILY / DUPLEX
47.61586972,-122.3393811,COMMERCIAL
47.65906384,-122.2690108,
47.60769331,-122.3354536,COMMERCIAL
47.63883289,-122.3534388,SINGLE FAMILY / DUPLEX
47.60842584,-122.3330673,COMMERCIAL
47.60449295,-122.3380458,COMMERCIAL
47.63905156,-122.4084724,SINGLE FAMILY / DUPLEX
47.57153745,-122.4025811,SINGLE FAMILY / DUPLEX
47.66073062,-122.3985863,SINGLE FAMILY / DUPLEX
47.54898912,-122.3806854,SINGLE FAMILY / DUPLEX
47.535719,-122.3538229,SINGLE FAMILY / DUPLEX
47.64517053,-122.4106341,SINGLE FAMILY / DUPLEX
47.56912953,-122.3857746,SINGLE FAMILY / DUPLEX
47.6859811,-122.3102958,SINGLE FAMILY / DUPLEX
47.54797311,-122.3973289,SINGLE FAMILY / DUPLEX
47.67315377,-122.2680167,COMMERCIAL
47.59179596,-122.386917,SINGLE FAMILY / DUPLEX
47.60528409,-122.3362811,COMMERCIAL
47.66730587,-122.3397519,SINGLE FAMILY / DUPLEX
47.57052204,-122.4093076,SINGLE FAMILY / DUPLEX
47.63898004,-122.3700351,MULTIFAMILY
47.62398599,-122.3367397,COMMERCIAL
47.66971049,-122.3823494,COMMERCIAL
47.67175381,-122.2546842,SINGLE FAMILY / DUPLEX
47.60740726,-122.3377828,COMMERCIAL
47.68235869,-122.355493,COMMERCIAL
47.63937758,-122.3692876,MULTIFAMILY
47.52188508,-122.373793,SINGLE FAMILY / DUPLEX
47.62581063,-122.3064041,SINGLE FAMILY / DUPLEX
47.67919497,-122.3674294,SINGLE FAMILY / DUPLEX
47.60377936,-122.3297213,COMMERCIAL
47.61089077,-122.3293349,MULTIFAMILY
47.61089077,-122.3293349,MULTIFAMILY
47.61089077,-122.3293349,MULTIFAMILY
47.66454046,-122.3476625,COMMERCIAL
47.60308965,-122.2861217,SINGLE FAMILY / DUPLEX
47.61523711,-122.338364,COMMERCIAL
47.61813927,-122.3583429,COMMERCIAL
47.72041766,-122.3498482,SINGLE FAMILY / DUPLEX
47.54725068,-122.3941638,SINGLE FAMILY / DUPLEX
47.58880165,-122.3151799,SINGLE FAMILY / DUPLEX
47.54904277,-122.3069826,SINGLE FAMILY / DUPLEX
47.57359641,-122.3711911,MULTIFAMILY
47.61089077,-122.3293349,MULTIFAMILY
47.6301852,-122.3295765,COMMERCIAL
47.65732103,-122.3182891,COMMERCIAL
47.6875301,-122.3394576,SINGLE FAMILY / DUPLEX
47.66245855,-122.3782383,INDUSTRIAL
47.70288534,-122.2944402,SINGLE FAMILY / DUPLEX
47.53152829,-122.3912274,
47.67419062,-122.3592059,SINGLE FAMILY / DUPLEX
47.71407662,-122.2835617,SINGLE FAMILY / DUPLEX
47.68614259,-122.3092147,SINGLE FAMILY / DUPLEX
47.53922039,-122.3797408,SINGLE FAMILY / DUPLEX
47.61130513,-122.3384511,COMMERCIAL
47.55299518,-122.3540158,SINGLE FAMILY / DUPLEX
47.61391287,-122.3372677,SINGLE FAMILY / DUPLEX
47.52591092,-122.2835351,MULTIFAMILY
47.60573523,-122.3302935,COMMERCIAL
47.57059047,-122.3597731,SINGLE FAMILY / DUPLEX
47.60146946,-122.3324974,COMMERCIAL
47.69855426,-122.3626864,SINGLE FAMILY / DUPLEX
47.63181519,-122.3499709,SINGLE FAMILY / DUPLEX
47.66618639,-122.3839962,INDUSTRIAL
47.70237465,-122.3218963,SINGLE FAMILY / DUPLEX
47.63047779,-122.3687393,SINGLE FAMILY / DUPLEX
47.67852334,-122.355082,COMMERCIAL
47.67852334,-122.355082,COMMERCIAL
47.62304321,-122.3585501,COMMERCIAL
47.65267334,-122.3639513,
47.60431143,-122.3333652,COMMERCIAL
47.64546598,-122.326645,SINGLE FAMILY / DUPLEX
47.68202302,-122.3258086,SINGLE FAMILY / DUPLEX
47.56763372,-122.3619597,SINGLE FAMILY / DUPLEX
47.69292969,-122.3173297,COMMERCIAL
47.72917408,-122.3108028,
47.67894236,-122.3732552,SINGLE FAMILY / DUPLEX
47.70366774,-122.2743677,SINGLE FAMILY / DUPLEX
47.66975734,-122.3800028,COMMERCIAL
47.6696484,-122.3791989,COMMERCIAL
47.68250527,-122.3275696,SINGLE FAMILY / DUPLEX
47.66284567,-122.2939268,MULTIFAMILY
47.55387255,-122.2729574,SINGLE FAMILY / DUPLEX
47.67910056,-122.2700324,SINGLE FAMILY / DUPLEX
47.69632718,-122.3556793,MULTIFAMILY
47.66508074,-122.2960798,COMMERCIAL
47.60265669,-122.3305249,COMMERCIAL
47.64793694,-122.3435959,COMMERCIAL
47.68567055,-122.3511032,SINGLE FAMILY / DUPLEX
47.67630741,-122.3285125,INSTITUTIONAL
47.63796335,-122.4102872,SINGLE FAMILY / DUPLEX
47.61508287,-122.3184664,COMMERCIAL
47.55707706,-122.3857487,SINGLE FAMILY / DUPLEX
47.63002641,-122.3414234,MULTIFAMILY
47.67676086,-122.361716,SINGLE FAMILY / DUPLEX
47.64920338,-122.4070777,SINGLE FAMILY / DUPLEX
47.70306359,-122.3371794,
47.58913292,-122.3131616,MULTIFAMILY
47.69954241,-122.2973332,SINGLE FAMILY / DUPLEX
47.60217448,-122.2957411,MULTIFAMILY
47.60454089,-122.3307351,COMMERCIAL
47.71433943,-122.2827757,SINGLE FAMILY / DUPLEX
47.6999636,-122.3679342,SINGLE FAMILY / DUPLEX
47.67050776,-122.2665585,SINGLE FAMILY / DUPLEX
47.52664088,-122.2868126,SINGLE FAMILY / DUPLEX
47.61089077,-122.3293349,MULTIFAMILY
47.53015561,-122.3841619,SINGLE FAMILY / DUPLEX
47.63460087,-122.3487157,SINGLE FAMILY / DUPLEX
47.70385167,-122.3195028,SINGLE FAMILY / DUPLEX
47.54351608,-122.3345859,
47.66247052,-122.2989896,COMMERCIAL
47.6970715,-122.3623639,SINGLE FAMILY / DUPLEX
47.60455728,-122.2986837,SINGLE FAMILY / DUPLEX
47.56271724,-122.3844169,MULTIFAMILY
47.59806524,-122.3347664,COMMERCIAL
47.64710584,-122.3547494,MULTIFAMILY
47.61698493,-122.3319657,COMMERCIAL
47.6456453,-122.374594,SINGLE FAMILY / DUPLEX
47.5890088,-122.3859387,MULTIFAMILY
47.57049136,-122.3599804,SINGLE FAMILY / DUPLEX
47.62269933,-122.3322512,COMMERCIAL
47.610431,-122.3320769,COMMERCIAL
47.61494253,-122.3557192,COMMERCIAL
47.60505199,-122.3342878,COMMERCIAL
47.61230068,-122.3390481,COMMERCIAL
47.5890088,-122.3859387,MULTIFAMILY
47.58705969,-122.3075626,SINGLE FAMILY / DUPLEX
47.51750226,-122.2713806,SINGLE FAMILY / DUPLEX
47.68656807,-122.3764657,COMMERCIAL
47.68625663,-122.3764379,COMMERCIAL
47.62390589,-122.3251561,MULTIFAMILY
47.64975675,-122.352903,COMMERCIAL
47.70744504,-122.3317243,COMMERCIAL
47.60247208,-122.3337389,COMMERCIAL
47.53147403,-122.3800932,SINGLE FAMILY / DUPLEX
47.68741393,-122.2648725,COMMERCIAL
47.68625663,-122.3764379,COMMERCIAL
47.55180103,-122.2776057,COMMERCIAL
47.62488719,-122.3347023,COMMERCIAL
47.54206123,-122.2642239,SINGLE FAMILY / DUPLEX
47.59865997,-122.3285576,COMMERCIAL
47.60303382,-122.2876857,
47.72026557,-122.3124586,MULTIFAMILY
47.67424818,-122.3311197,SINGLE FAMILY / DUPLEX
47.68314938,-122.3475434,SINGLE FAMILY / DUPLEX
47.57212779,-122.3080079,COMMERCIAL
47.56972469,-122.371681,COMMERCIAL
47.58913082,-122.3858569,MULTIFAMILY
47.6362648,-122.3468266,MULTIFAMILY
47.67845872,-122.4027193,SINGLE FAMILY / DUPLEX
47.61395165,-122.3241443,COMMERCIAL
47.59567304,-122.2979438,SINGLE FAMILY / DUPLEX
47.52215342,-122.3291674,COMMERCIAL
47.66794897,-122.3121974,MULTIFAMILY
47.68890618,-122.3830198,SINGLE FAMILY / DUPLEX
47.61192997,-122.3371863,COMMERCIAL
47.53867731,-122.3149524,COMMERCIAL
47.5831565,-122.3895206,SINGLE FAMILY / DUPLEX
47.54721222,-122.3174394,COMMERCIAL
47.61628289,-122.3339224,SINGLE FAMILY / DUPLEX
47.60832323,-122.2869809,SINGLE FAMILY / DUPLEX
47.71712256,-122.2888462,
47.69917859,-122.3268184,COMMERCIAL
47.58067401,-122.397072,SINGLE FAMILY / DUPLEX
47.67320583,-122.3145687,SINGLE FAMILY / DUPLEX
47.64046961,-122.3102983,SINGLE FAMILY / DUPLEX
47.6696484,-122.3791989,COMMERCIAL
47.64993515,-122.3244019,COMMERCIAL
47.55299549,-122.2864967,SINGLE FAMILY / DUPLEX
47.62567642,-122.309653,SINGLE FAMILY / DUPLEX
47.67845872,-122.4027193,SINGLE FAMILY / DUPLEX
47.61758933,-122.3485967,MULTIFAMILY
47.67050776,-122.2665585,SINGLE FAMILY / DUPLEX
47.63697621,-122.3547,SINGLE FAMILY / DUPLEX
47.54435254,-122.3884581,SINGLE FAMILY / DUPLEX
47.67721834,-122.3993817,SINGLE FAMILY / DUPLEX
47.58120868,-122.3012497,COMMERCIAL
47.57436547,-122.3054796,SINGLE FAMILY / DUPLEX
47.57554932,-122.4124236,SINGLE FAMILY / DUPLEX
47.72025789,-122.2943271,COMMERCIAL
47.54276284,-122.2669111,SINGLE FAMILY / DUPLEX
47.60395216,-122.2913362,SINGLE FAMILY / DUPLEX
47.69031117,-122.3802325,MULTIFAMILY
47.54770546,-122.3264701,COMMERCIAL
47.61371932,-122.3177533,COMMERCIAL
47.73211715,-122.3322667,SINGLE FAMILY / DUPLEX
47.69552252,-122.3926799,SINGLE FAMILY / DUPLEX
47.6837866,-122.3856824,SINGLE FAMILY / DUPLEX
47.70364069,-122.2780944,SINGLE FAMILY / DUPLEX
47.54936707,-122.3082289,SINGLE FAMILY / DUPLEX
47.6720931,-122.3779349,SINGLE FAMILY / DUPLEX
47.63366815,-122.3576069,COMMERCIAL
47.52983285,-122.2875985,SINGLE FAMILY / DUPLEX
47.56793602,-122.3685502,COMMERCIAL
47.66392447,-122.2995948,COMMERCIAL
47.62649944,-122.3470623,COMMERCIAL
47.58339735,-122.3007117,SINGLE FAMILY / DUPLEX
47.65696978,-122.393566,SINGLE FAMILY / DUPLEX
47.65103707,-122.3554209,COMMERCIAL
47.65811794,-122.303818,COMMERCIAL
47.56350771,-122.2814352,SINGLE FAMILY / DUPLEX
47.64724492,-122.4104322,SINGLE FAMILY / DUPLEX
47.66999791,-122.3808031,MULTIFAMILY
47.64166329,-122.3542202,SINGLE FAMILY / DUPLEX
47.63968589,-122.3546509,SINGLE FAMILY / DUPLEX
47.52254474,-122.3662842,COMMERCIAL
47.65868376,-122.3513374,MULTIFAMILY
47.64847917,-122.4060543,SINGLE FAMILY / DUPLEX
47.6404065,-122.3216736,SINGLE FAMILY / DUPLEX
47.66238248,-122.3248533,SINGLE FAMILY / DUPLEX
47.69329096,-122.2940185,SINGLE FAMILY / DUPLEX
47.60454089,-122.3307351,COMMERCIAL
47.55288113,-122.2840404,SINGLE FAMILY / DUPLEX
47.68323533,-122.2962168,SINGLE FAMILY / DUPLEX
47.6070606,-122.309671,INSTITUTIONAL
47.57095371,-122.3231261,COMMERCIAL
47.55445076,-122.385821,SINGLE FAMILY / DUPLEX
47.64340051,-122.3040721,COMMERCIAL
47.65194402,-122.4180375,SINGLE FAMILY / DUPLEX
47.61891226,-122.3595916,COMMERCIAL
47.64954204,-122.3191257,SINGLE FAMILY / DUPLEX
47.54283426,-122.3796043,
47.61523711,-122.338364,COMMERCIAL
47.61192997,-122.3371863,COMMERCIAL
47.60455676,-122.3123152,SINGLE FAMILY / DUPLEX
47.64200477,-122.3172522,INSTITUTIONAL
47.65513938,-122.3287643,SINGLE FAMILY / DUPLEX
47.65857427,-122.3503257,COMMERCIAL
47.56023458,-122.3075888,SINGLE FAMILY / DUPLEX
47.67688616,-122.2708158,SINGLE FAMILY / DUPLEX
47.67708827,-122.2852477,SINGLE FAMILY / DUPLEX
47.60184014,-122.3086752,COMMERCIAL
47.60449295,-122.3380458,COMMERCIAL
47.66486397,-122.3671522,MULTIFAMILY
47.511049,-122.3801976,SINGLE FAMILY / DUPLEX
47.62855692,-122.3303677,INSTITUTIONAL
47.55960801,-122.3819916,COMMERCIAL
47.59193957,-122.3001483,SINGLE FAMILY / DUPLEX
47.55810941,-122.3993812,SINGLE FAMILY / DUPLEX
47.511049,-122.3801976,SINGLE FAMILY / DUPLEX
47.73276134,-122.2881104,SINGLE FAMILY / DUPLEX
47.66245102,-122.3269635,SINGLE FAMILY / DUPLEX
47.52095279,-122.2682619,COMMERCIAL
47.60827954,-122.3353763,COMMERCIAL
47.52417658,-122.370266,SINGLE FAMILY / DUPLEX
47.66124358,-122.3598837,SINGLE FAMILY / DUPLEX
47.60923111,-122.3362603,COMMERCIAL
47.51509197,-122.3716524,SINGLE FAMILY / DUPLEX
47.61358919,-122.2868538,SINGLE FAMILY / DUPLEX
47.58349649,-122.3008982,COMMERCIAL
47.61074717,-122.3226022,COMMERCIAL
47.52566218,-122.2839053,MULTIFAMILY
47.66888158,-122.3305314,SINGLE FAMILY / DUPLEX
47.70195131,-122.2734355,SINGLE FAMILY / DUPLEX
47.56852863,-122.340463,COMMERCIAL
47.66974927,-122.385144,COMMERCIAL
47.69284308,-122.2698738,SINGLE FAMILY / DUPLEX
47.53542592,-122.3459182,SINGLE FAMILY / DUPLEX
47.62033469,-122.344226,COMMERCIAL
47.55147041,-122.3283301,COMMERCIAL
47.61873352,-122.3295393,COMMERCIAL
47.65245349,-122.3998271,SINGLE FAMILY / DUPLEX
47.58755724,-122.3175285,MULTIFAMILY
47.65472783,-122.3079913,COMMERCIAL
47.69702975,-122.3477223,MULTIFAMILY
47.66986417,-122.3247031,SINGLE FAMILY / DUPLEX
47.62421662,-122.3028618,SINGLE FAMILY / DUPLEX
47.60472034,-122.3326233,COMMERCIAL
47.58256208,-122.315007,SINGLE FAMILY / DUPLEX
47.63203957,-122.3595494,MULTIFAMILY
47.65995522,-122.2726475,
47.60198365,-122.3317546,COMMERCIAL
47.61612286,-122.3526937,SINGLE FAMILY / DUPLEX
47.61083028,-122.3448734,COMMERCIAL
47.54665274,-122.3030353,SINGLE FAMILY / DUPLEX
47.68271489,-122.3640524,SINGLE FAMILY / DUPLEX
47.67485584,-122.3700078,SINGLE FAMILY / DUPLEX
47.60360418,-122.3328929,COMMERCIAL
47.55674292,-122.2938468,SINGLE FAMILY / DUPLEX
47.56600104,-122.372723,SINGLE FAMILY / DUPLEX
47.65880703,-122.3658967,COMMERCIAL
47.51709083,-122.3779886,INSTITUTIONAL
47.65366611,-122.3317982,SINGLE FAMILY / DUPLEX
47.62339176,-122.313386,COMMERCIAL
47.65496,-122.3389431,SINGLE FAMILY / DUPLEX
47.6663206,-122.3346881,SINGLE FAMILY / DUPLEX
47.58211003,-122.3931474,SINGLE FAMILY / DUPLEX
47.58200079,-122.3931282,SINGLE FAMILY / DUPLEX
47.58195974,-122.3931288,SINGLE FAMILY / DUPLEX
47.58206074,-122.3931421,SINGLE FAMILY / DUPLEX
47.60183955,-122.2935252,SINGLE FAMILY / DUPLEX
47.6362648,-122.3468266,MULTIFAMILY
47.57109844,-122.3848977,SINGLE FAMILY / DUPLEX
47.65361159,-122.4093155,SINGLE FAMILY / DUPLEX
47.68323885,-122.3115738,SINGLE FAMILY / DUPLEX
47.54806005,-122.3313413,INDUSTRIAL
47.69621296,-122.3449743,COMMERCIAL
47.53839548,-122.3248701,COMMERCIAL
47.61782102,-122.3158051,SINGLE FAMILY / DUPLEX
47.64630039,-122.4079779,SINGLE FAMILY / DUPLEX
47.57556268,-122.4170037,COMMERCIAL
47.72986617,-122.2927941,COMMERCIAL
47.5583802,-122.3775257,COMMERCIAL
47.59600159,-122.3162261,COMMERCIAL
47.71392565,-122.2772007,SINGLE FAMILY / DUPLEX
47.72274429,-122.359318,SINGLE FAMILY / DUPLEX
47.62651492,-122.3563367,MULTIFAMILY
47.54898017,-122.3902576,SINGLE FAMILY / DUPLEX
47.58094029,-122.3943893,SINGLE FAMILY / DUPLEX
47.66417493,-122.3568678,SINGLE FAMILY / DUPLEX
47.60403796,-122.3349856,COMMERCIAL
47.68482499,-122.3466846,SINGLE FAMILY / DUPLEX
47.53011902,-122.287312,SINGLE FAMILY / DUPLEX
47.64154935,-122.375667,COMMERCIAL
47.65577125,-122.3170365,COMMERCIAL
47.66852878,-122.3817634,COMMERCIAL
47.66865435,-122.2899748,COMMERCIAL
47.68990273,-122.376209,COMMERCIAL
47.70136904,-122.2945455,COMMERCIAL
47.53111071,-122.3198559,INSTITUTIONAL
47.60932157,-122.2998949,SINGLE FAMILY / DUPLEX
47.61673411,-122.3326804,COMMERCIAL
47.67061247,-122.3835074,SINGLE FAMILY / DUPLEX
47.72676968,-122.3004737,SINGLE FAMILY / DUPLEX
47.63006476,-122.3057015,SINGLE FAMILY / DUPLEX
47.73182552,-122.2932378,COMMERCIAL
47.565861,-122.3659866,SINGLE FAMILY / DUPLEX
47.64820226,-122.3243709,COMMERCIAL
47.61950851,-122.313587,MULTIFAMILY
47.66735874,-122.275772,SINGLE FAMILY / DUPLEX
47.65853924,-122.3575888,SINGLE FAMILY / DUPLEX
47.52912516,-122.2851212,SINGLE FAMILY / DUPLEX
47.64418685,-122.4034162,SINGLE FAMILY / DUPLEX
47.6614834,-122.3128094,COMMERCIAL
47.67648957,-122.3786244,SINGLE FAMILY / DUPLEX
47.69068619,-122.2858267,SINGLE FAMILY / DUPLEX
47.66392447,-122.2995948,COMMERCIAL
47.60508775,-122.3086661,SINGLE FAMILY / DUPLEX
47.62419713,-122.3444451,COMMERCIAL
47.65685946,-122.3540343,SINGLE FAMILY / DUPLEX
47.69375589,-122.3060252,COMMERCIAL
47.6064785,-122.3313647,COMMERCIAL
47.52497284,-122.3274046,SINGLE FAMILY / DUPLEX
47.61375349,-122.3404839,COMMERCIAL
47.53328476,-122.3798502,SINGLE FAMILY / DUPLEX
47.5777151,-122.3805878,SINGLE FAMILY / DUPLEX
47.59774794,-122.3273159,COMMERCIAL
47.60616219,-122.331663,COMMERCIAL
47.67715315,-122.386162,SINGLE FAMILY / DUPLEX
47.64924554,-122.388967,SINGLE FAMILY / DUPLEX
47.64658945,-122.3163033,SINGLE FAMILY / DUPLEX
47.65117109,-122.3389744,SINGLE FAMILY / DUPLEX
47.60655975,-122.3353464,COMMERCIAL
47.5745262,-122.4038535,SINGLE FAMILY / DUPLEX
47.64466664,-122.3273,MULTIFAMILY
47.58762444,-122.3114096,MULTIFAMILY
47.68286429,-122.3523018,SINGLE FAMILY / DUPLEX
47.61508287,-122.3184664,COMMERCIAL
47.58618004,-122.3971842,MULTIFAMILY
47.69585084,-122.293584,SINGLE FAMILY / DUPLEX
47.51078298,-122.2431509,SINGLE FAMILY / DUPLEX
,,MULTIFAMILY
47.63730602,-122.3626241,SINGLE FAMILY / DUPLEX
,,SINGLE FAMILY / DUPLEX
47.64168349,-122.3712339,SINGLE FAMILY / DUPLEX
47.54804738,-122.3758285,COMMERCIAL
47.66858783,-122.332497,COMMERCIAL
47.61089077,-122.3293349,MULTIFAMILY
47.62419713,-122.3444451,COMMERCIAL
47.57411507,-122.3267077,COMMERCIAL
47.6794146,-122.3600401,SINGLE FAMILY / DUPLEX
47.71324591,-122.3658633,SINGLE FAMILY / DUPLEX
47.6372253,-122.3939931,SINGLE FAMILY / DUPLEX
47.68070036,-122.3192805,SINGLE FAMILY / DUPLEX
47.60967473,-122.311196,SINGLE FAMILY / DUPLEX
47.67601835,-122.3171017,COMMERCIAL
47.68027822,-122.2993706,SINGLE FAMILY / DUPLEX
47.64121929,-122.3418131,MULTIFAMILY
47.64976469,-122.3849751,SINGLE FAMILY / DUPLEX
47.65637372,-122.354169,SINGLE FAMILY / DUPLEX
47.64446956,-122.4093202,SINGLE FAMILY / DUPLEX
47.56407744,-122.3276635,COMMERCIAL
47.50529554,-122.2537013,SINGLE FAMILY / DUPLEX
47.65811794,-122.303818,COMMERCIAL
47.59346828,-122.3143209,SINGLE FAMILY / DUPLEX
47.62958921,-122.3282714,COMMERCIAL
47.66265625,-122.2983352,COMMERCIAL
47.61935672,-122.3339089,COMMERCIAL
47.59857453,-122.3175183,COMMERCIAL
47.50037106,-122.2689467,SINGLE FAMILY / DUPLEX
47.67178128,-122.3093377,SINGLE FAMILY / DUPLEX
47.66561676,-122.2965999,COMMERCIAL
47.5982093,-122.3247145,MULTIFAMILY
47.5739028,-122.3713486,MULTIFAMILY
47.67038966,-122.3740818,MULTIFAMILY
47.72124492,-122.3307429,SINGLE FAMILY / DUPLEX
47.61273006,-122.3028953,COMMERCIAL
47.68852346,-122.3967686,
47.68139276,-122.29075,COMMERCIAL
47.610431,-122.3320769,COMMERCIAL
47.68686688,-122.2923469,SINGLE FAMILY / DUPLEX
47.68070742,-122.3064323,SINGLE FAMILY / DUPLEX
47.61150216,-122.3327958,COMMERCIAL
47.62269933,-122.3322512,COMMERCIAL
47.61564893,-122.2965794,SINGLE FAMILY / DUPLEX
47.59779115,-122.2990384,SINGLE FAMILY / DUPLEX
47.63826539,-122.3008337,SINGLE FAMILY / DUPLEX
47.62421662,-122.3028618,SINGLE FAMILY / DUPLEX
47.63920081,-122.3187839,SINGLE FAMILY / DUPLEX
47.62851877,-122.3090864,SINGLE FAMILY / DUPLEX
47.66397396,-122.3237554,SINGLE FAMILY / DUPLEX
47.5514317,-122.3627468,INSTITUTIONAL
47.57324196,-122.3046113,SINGLE FAMILY / DUPLEX
47.62583374,-122.2872161,SINGLE FAMILY / DUPLEX
47.61698493,-122.3319657,COMMERCIAL
47.60943195,-122.3393782,COMMERCIAL
47.54862612,-122.3227303,COMMERCIAL
47.51776444,-122.3800238,SINGLE FAMILY / DUPLEX
47.69666459,-122.2784384,SINGLE FAMILY / DUPLEX
47.51763911,-122.380011,SINGLE FAMILY / DUPLEX
47.57172224,-122.3524793,
47.70418373,-122.3532994,SINGLE FAMILY / DUPLEX
47.62562972,-122.3512285,COMMERCIAL
47.72899612,-122.3110359,
47.63501415,-122.3505306,SINGLE FAMILY / DUPLEX
47.54347197,-122.3768311,COMMERCIAL
47.7003507,-122.3584774,SINGLE FAMILY / DUPLEX
47.63336196,-122.3685279,SINGLE FAMILY / DUPLEX
47.6223157,-122.3419568,COMMERCIAL
47.60923111,-122.3362603,COMMERCIAL
47.56478953,-122.2899992,MULTIFAMILY
47.70079082,-122.3551233,MULTIFAMILY
47.53812173,-122.2695407,SINGLE FAMILY / DUPLEX
47.63176183,-122.283547,SINGLE FAMILY / DUPLEX
47.67921766,-122.2700166,SINGLE FAMILY / DUPLEX
47.53957642,-122.2742718,SINGLE FAMILY / DUPLEX
47.62746926,-122.2831934,SINGLE FAMILY / DUPLEX
47.67808619,-122.3576688,SINGLE FAMILY / DUPLEX
47.59731453,-122.3337022,COMMERCIAL
47.54634733,-122.3735087,MULTIFAMILY
47.67165769,-122.3513217,COMMERCIAL
47.6092117,-122.3242674,COMMERCIAL
